Release 10.1.03 - par K.39 (lin)
Copyright (c) 1995-2008 Xilinx, Inc.  All rights reserved.

Tue Jun 24 16:12:02 2014


INFO: The IO information is provided in three file formats as part of the Place and Route (PAR) process.  These formats are:
1. The <design name>_pad.txt file (this file) designed to provide information on IO usage in a human readable ASCII text format viewable through common text editors.
2. The <design namd>_pad.csv file for use with spreadsheet programs such as MS Excel. This file can also be read by PACE to communicate post PAR IO information.
3. The <design name>.pad file designed for parsing by customers.  It uses the "|" as a data field separator.

INPUT FILE:       system_map.ncd
OUTPUT FILE:      system_pad.txt
PART TYPE:        xc2vp50
SPEED GRADE:      -6
PACKAGE:          ff1152

Pinout by Pin Number:

+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|Pin Number|Signal Name        |Pin Usage|Pin Name        |Direction  |IO Standard|IO Bank Number|Drive (mA)|Slew Rate|Termination|IOB Delay|Voltage  |Constraint|DCI Value|IO Register|Signal Integrity|
|B34       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C1        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C2        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C3        |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|C4        |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|C5        |                   |         |GNDA11          |           |           |              |          |         |           |         |         |          |         |           |                |
|C6        |                   |         |VCCO_1          |           |           |1             |          |         |           |         |3.30*****|          |         |           |                |
|C7        |                   |DIFFS    |IO_L20N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|C8        |                   |         |GNDA9           |           |           |              |          |         |           |         |         |          |         |           |                |
|C9        |                   |DIFFS    |IO_L38N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|C10       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C11       |                   |DIFFS    |IO_L47N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|C12       |                   |         |GNDA8           |           |           |              |          |         |           |         |         |          |         |           |                |
|C13       |                   |DIFFS    |IO_L53_1/No_Pair|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|C14       |                   |IOB      |IO_L50_1/No_Pair|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|C15       |                   |         |GNDA7           |           |           |              |          |         |           |         |         |          |         |           |                |
|C16       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C17       |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|C18       |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|C19       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C20       |                   |         |GNDA6           |           |           |              |          |         |           |         |         |          |         |           |                |
|C21       |                   |IOB      |IO_L50_0/No_Pair|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|C22       |                   |DIFFM    |IO_L53_0/No_Pair|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|C23       |                   |         |GNDA5           |           |           |              |          |         |           |         |         |          |         |           |                |
|C24       |                   |DIFFM    |IO_L47P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|C25       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C26       |                   |DIFFM    |IO_L38P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|C27       |                   |         |GNDA4           |           |           |              |          |         |           |         |         |          |         |           |                |
|C28       |                   |DIFFM    |IO_L20P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|C29       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|C30       |                   |         |GNDA2           |           |           |              |          |         |           |         |         |          |         |           |                |
|C31       |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|C32       |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|C33       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|C34       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|D1        |                   |DIFFM    |IO_L01P_2/VRN_2 |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|D2        |                   |DIFFS    |IO_L01N_2/VRP_2 |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|D3        |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|D4        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|D5        |                   |DIFFM    |IO_L08P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D6        |                   |DIFFS    |IO_L08N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D7        |                   |DIFFM    |IO_L20P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D8        |                   |DIFFS    |IO_L26N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D9        |                   |DIFFM    |IO_L38P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D10       |                   |DIFFS    |IO_L44N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D11       |                   |DIFFM    |IO_L47P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D12       |                   |DIFFS    |IO_L46N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D13       |                   |DIFFM    |IO_L46P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D14       |                   |DIFFM    |IO_L56P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D15       |                   |DIFFS    |IO_L56N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D16       |                   |DIFFS    |IO_L68N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D17       |                   |DIFFS    |IO_L74N_1/GCLK1P|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|D18       |                   |DIFFM    |IO_L74P_0/GCLK6S|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D19       |                   |DIFFM    |IO_L68P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D20       |                   |DIFFM    |IO_L56P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D21       |                   |DIFFS    |IO_L56N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D22       |                   |DIFFS    |IO_L46N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D23       |                   |DIFFM    |IO_L46P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D24       |                   |DIFFS    |IO_L47N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D25       |                   |DIFFM    |IO_L44P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D26       |                   |DIFFS    |IO_L38N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D27       |                   |DIFFM    |IO_L26P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D28       |                   |DIFFS    |IO_L20N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D29       |                   |DIFFM    |IO_L08P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|D30       |Eth1_PHY_tx_data<0>|IOB      |IO_L08N_0       |OUTPUT     |LVTTL      |0             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|D31       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|D32       |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|D33       |Eth1_PHY_rx_data<1>|IOB      |IO_L01N_7/VRP_7 |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|D34       |Eth1_PHY_rx_data<0>|IOB      |IO_L01P_7/VRN_7 |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|E1        |                   |DIFFM    |IO_L04P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|E2        |                   |DIFFS    |IO_L04N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|E3        |                   |DIFFM    |IO_L03P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|E4        |                   |DIFFS    |IO_L03N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|E5        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|E6        |                   |DIFFM    |IO_L01P_1/VRN_1 |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E7        |                   |DIFFS    |IO_L01N_1/VRP_1 |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E8        |                   |DIFFM    |IO_L26P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E9        |                   |DIFFS    |IO_L07N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E10       |                   |DIFFM    |IO_L44P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E11       |                   |DIFFS    |IO_L19N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E12       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|E13       |                   |DIFFS    |IO_L43N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E14       |                   |DIFFS    |IO_L49N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E15       |                   |         |VCCO_1          |           |           |1             |          |         |           |         |3.30*****|          |         |           |                |
|E16       |                   |DIFFM    |IO_L68P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E17       |                   |DIFFM    |IO_L74P_1/GCLK0S|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|E18       |                   |DIFFS    |IO_L74N_0/GCLK7P|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E19       |                   |DIFFS    |IO_L68N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E20       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|E21       |                   |DIFFM    |IO_L49P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E22       |                   |DIFFM    |IO_L43P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E23       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|E24       |                   |DIFFM    |IO_L19P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E25       |                   |DIFFS    |IO_L44N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E26       |                   |DIFFM    |IO_L07P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E27       |                   |DIFFS    |IO_L26N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E28       |                   |DIFFM    |IO_L01P_0/VRN_0 |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E29       |                   |DIFFS    |IO_L01N_0/VRP_0 |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|E30       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|E31       |Eth1_PHY_tx_data<2>|IOB      |IO_L03N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|E32       |                   |DIFFM    |IO_L03P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|E33       |Eth1_PHY_rx_data<2>|IOB      |IO_L04N_7/VREF_7|INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|E34       |Eth1_PHY_rx_data<3>|IOB      |IO_L04P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|F1        |                   |DIFFM    |IO_L17P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|F2        |                   |DIFFS    |IO_L17N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|F3        |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|F4        |                   |DIFFM    |IO_L06P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|F5        |                   |DIFFS    |IO_L06N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|F6        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|F7        |                   |DIFFM    |IO_L02P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|F8        |                   |DIFFS    |IO_L02N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|F9        |                   |DIFFM    |IO_L07P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F10       |                   |         |VCCO_1          |           |           |1             |          |         |           |         |3.30*****|          |         |           |                |
|F11       |                   |DIFFM    |IO_L19P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F12       |                   |DIFFS    |IO_L25N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F13       |                   |DIFFM    |IO_L43P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F14       |                   |DIFFM    |IO_L49P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F15       |                   |DIFFS    |IO_L55N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F16       |                   |DIFFS    |IO_L67N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F17       |                   |DIFFS    |IO_L73N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|F18       |                   |DIFFM    |IO_L73P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F19       |                   |DIFFM    |IO_L67P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F20       |                   |DIFFM    |IO_L55P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F21       |                   |DIFFS    |IO_L49N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F22       |                   |DIFFS    |IO_L43N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F23       |                   |DIFFM    |IO_L25P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F24       |                   |DIFFS    |IO_L19N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F25       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|F26       |                   |DIFFS    |IO_L07N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|F27       |                   |DIFFS    |IO_L02N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|F28       |Eth1_PHY_tx_clk    |IOB      |IO_L02P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|F29       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|F30       |Eth1_PHY_tx_er     |IOB      |IO_L06N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|F31       |                   |DIFFM    |IO_L06P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|F32       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|F33       |Eth1_PHY_dv        |IOB      |IO_L17N_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|F34       |Eth1_PHY_rx_clk    |IOB      |IO_L17P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|G1        |                   |DIFFM    |IO_L20P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|G2        |                   |DIFFS    |IO_L20N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|G3        |                   |DIFFM    |IO_L15P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|G4        |                   |DIFFS    |IO_L15N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|G5        |                   |DIFFM    |IO_L16P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|G6        |                   |DIFFS    |IO_L16N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|G7        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|G8        |                   |         |NC              |           |           |              |          |         |           |         |         |          |         |           |                |
|G9        |                   |DIFFS    |IO_L02N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G10       |                   |DIFFS    |IO_L03N_1/VREF_1|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G11       |                   |DIFFS    |IO_L21N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G12       |                   |DIFFM    |IO_L25P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G13       |                   |DIFFS    |IO_L37N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G14       |                   |DIFFS    |IO_L45N_1/VREF_1|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G15       |                   |DIFFM    |IO_L55P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G16       |                   |DIFFM    |IO_L67P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G17       |                   |DIFFM    |IO_L73P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|G18       |                   |DIFFS    |IO_L73N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G19       |                   |DIFFS    |IO_L67N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G20       |                   |DIFFS    |IO_L55N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G21       |                   |DIFFM    |IO_L45P_0/VREF_0|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G22       |                   |DIFFM    |IO_L37P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G23       |                   |DIFFS    |IO_L25N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G24       |                   |DIFFM    |IO_L21P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G25       |                   |DIFFM    |IO_L03P_0/VREF_0|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G26       |                   |DIFFM    |IO_L02P_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|G27       |                   |         |DXN             |           |           |              |          |         |           |         |         |          |         |           |                |
|G28       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|G29       |Eth1_PHY_col       |IOB      |IO_L16N_7/VREF_7|INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|G30       |Eth1_PHY_crs       |IOB      |IO_L16P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|G31       |                   |DIFFS    |IO_L15N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|G32       |                   |DIFFM    |IO_L15P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|G33       |Eth1_PHY_rx_er     |IOB      |IO_L20N_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|G34       |Eth2_PHY_rx_data<2>|IOB      |IO_L20P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|H1        |                   |DIFFM    |IO_L31P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|H2        |                   |DIFFS    |IO_L31N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|H3        |                   |DIFFM    |IO_L24P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|H4        |                   |DIFFS    |IO_L24N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|H5        |                   |DIFFM    |IO_L19P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|H6        |                   |DIFFS    |IO_L19N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|H7        |                   |         |TDO             |           |           |              |          |         |           |         |         |          |         |           |                |
|H8        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|H9        |                   |DIFFM    |IO_L02P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H10       |                   |DIFFM    |IO_L03P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H11       |                   |DIFFM    |IO_L21P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H12       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|H13       |                   |DIFFM    |IO_L37P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H14       |                   |DIFFM    |IO_L45P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H15       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|H16       |                   |DIFFS    |IO_L57N_1/VREF_1|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H17       |                   |DIFFS    |IO_L75N_1/GCLK3P|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|H18       |                   |DIFFM    |IO_L75P_0/GCLK4S|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H19       |                   |DIFFM    |IO_L57P_0/VREF_0|UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H20       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|H21       |                   |DIFFS    |IO_L45N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H22       |                   |DIFFS    |IO_L37N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H23       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|H24       |                   |DIFFS    |IO_L21N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H25       |                   |DIFFS    |IO_L03N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H26       |                   |DIFFS    |IO_L02N_0       |UNUSED     |           |0             |          |         |           |         |         |          |         |           |                |
|H27       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|H28       |                   |         |TDI             |           |           |              |          |         |           |         |         |          |         |           |                |
|H29       |Eth2_PHY_tx_data<2>|IOB      |IO_L19N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|H30       |                   |DIFFM    |IO_L19P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|H31       |                   |DIFFS    |IO_L24N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|H32       |                   |DIFFM    |IO_L24P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|H33       |Eth2_PHY_rx_data<1>|IOB      |IO_L31N_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|H34       |Eth2_PHY_rx_data<0>|IOB      |IO_L31P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|J1        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|J2        |                   |DIFFS    |IO_L34N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J3        |                   |DIFFM    |IO_L22P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J4        |                   |DIFFS    |IO_L22N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J5        |                   |DIFFM    |IO_L21P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J6        |                   |DIFFS    |IO_L21N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J7        |                   |DIFFM    |IO_L05P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J8        |                   |DIFFS    |IO_L05N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|J9        |                   |         |TCK             |           |           |              |          |         |           |         |         |          |         |           |                |
|J10       |                   |DIFFS    |IO_L05_1/No_Pair|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J11       |                   |DIFFS    |IO_L06N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J12       |                   |DIFFS    |IO_L09N_1/VREF_1|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J13       |                   |DIFFS    |IO_L27N_1/VREF_1|UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J14       |                   |DIFFS    |IO_L39N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J15       |                   |DIFFS    |IO_L48N_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J16       |                   |DIFFM    |IO_L57P_1       |UNUSED     |           |1             |          |         |           |         |         |          |         |           |                |
|J17       |clk_10             |IOB      |IO_L75P_1/GCLK2S|INPUT      |PCI33_3    |1             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|J18       |clk_19             |IOB      |IO_L75N_0/GCLK5P|INPUT      |LVTTL      |0             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
